,gene_name,drug_name,database
10854,JUND,Bortezomib,CTD
10855,JUND,Cisplatin,CTD
10856,JUND,Leflunomide,CTD
10857,JUND,Vorinostat,CTD
10858,JUP,Cisplatin,CTD
10859,JUP,Dactinomycin,CTD
10860,JUP,Doxorubicin,CTD
10861,JUP,Fulvestrant,CTD
10862,KALRN,Cisplatin,CTD
10863,KALRN,Doxorubicin,CTD
10864,KALRN,Leflunomide,CTD
10865,KALRN,Vorinostat,CTD
10866,KAT2A,Camptothecin,ChEMBL
10867,KAT2A,Cisplatin,"CTD, ChEMBL, DGIdb"
10868,KAT2A,Doxorubicin,CTD
10869,KAT2A,Fulvestrant,ChEMBL
10870,KAT2A,I-BRD9,ChEMBL
10871,KAT2A,Leflunomide,ChEMBL
10872,KAT2A,Mitoxantrone,ChEMBL
10873,KAT2A,OF-1,ChEMBL
10874,KAT2A,PFI3,ChEMBL
10875,KAT2A,SB216763,ChEMBL
10876,KAT2A,Staurosporine,ChEMBL
10877,KAT2A,Temozolomide,CTD
10878,KAT2A,UMI-77,ChEMBL
10879,KAT2A,Vinorelbine,ChEMBL
10880,KAT2B,Bortezomib,CTD
10881,KAT2B,Cisplatin,CTD
10882,KAT2B,Doxorubicin,CTD
10883,KAT2B,I-BRD9,ChEMBL
10884,KAT2B,Irinotecan,CTD
10885,KAT2B,JQ1,ChEMBL
10886,KAT2B,OF-1,ChEMBL
10887,KAT2B,PFI3,ChEMBL
10888,KAT2B,Temozolomide,CTD
10889,KAT2B,Vincristine,CTD
10890,KAT5,Cisplatin,CTD
10891,KAT5,Vorinostat,CTD
10892,KDM1A,Cyclophosphamide,CTD
10893,KDM1A,Erlotinib,ChEMBL
10894,KDM1A,Fulvestrant,CTD
10895,KDM1A,Osimertinib,ChEMBL
10896,KDM1A,Vorinostat,ChEMBL
10897,KDM1B,Doxorubicin,CTD
10898,KDM2A,Doxorubicin,CTD
10899,KDM2A,Vorinostat,CTD
10900,KDM2B,Doxorubicin,CTD
10901,KDM2B,Fulvestrant,CTD
10902,KDM2B,Temozolomide,CTD
10903,KDM2B,Vincristine,CTD
10904,KDM2B,Vorinostat,CTD
10905,KDM3A,Cisplatin,CTD
10906,KDM3A,Doxorubicin,CTD
10907,KDM3A,Leflunomide,CTD
10908,KDM3B,Doxorubicin,CTD
10909,KDM4A,Dihydrorotenone,ChEMBL
10910,KDM4A,Doxorubicin,CTD
10911,KDM4A,Leflunomide,CTD
10912,KDM4A,Mitoxantrone,"ChEMBL, DGIdb"
10913,KDM4A,Picolinici-acid,ChEMBL
10914,KDM4A,Tamoxifen,"ChEMBL, DGIdb"
10915,KDM4A,Tozasertib,ChEMBL
10916,KDM4A,UMI-77,ChEMBL
10917,KDM4A,Vorinostat,CTD
10918,KDM4B,Bortezomib,CTD
10919,KDM4B,Cisplatin,CTD
10920,KDM4B,Cyclophosphamide,CTD
10921,KDM4B,Doxorubicin,CTD
10922,KDM4B,Paclitaxel,CTD
10923,KDM4B,Vorinostat,CTD
10924,KDM4C,Cisplatin,CTD
10925,KDM4C,Doxorubicin,CTD
10926,KDM5A,Fulvestrant,CTD
10927,KDM5A,Leflunomide,CTD
10928,KDM5A,Tamoxifen,CTD
10929,KDM5B,Cisplatin,CTD
10930,KDM5B,Doxorubicin,CTD
10931,KDM5B,Fulvestrant,CTD
10932,KDM5C,Bortezomib,CTD
10933,KDM5C,Doxorubicin,CTD
10934,KDM5C,Fulvestrant,CTD
10935,KDM5D,Doxorubicin,CTD
10936,KDM6A,Doxorubicin,CTD
10937,KDM6A,Leflunomide,CTD
10938,KDM6A,Olaparib,DGIdb
10939,KDM6A,Venetoclax,DGIdb
10940,KDM6A,Vorinostat,"CTD, ChEMBL"
10941,KDM6B,Camptothecin,CTD
10942,KDM6B,Cisplatin,CTD
10943,KDM6B,Doxorubicin,CTD
10944,KDM6B,Leflunomide,CTD
10945,KDM6B,Vorinostat,CTD
10946,KDR,AZD1332,ChEMBL
10947,KDR,AZD3759,ChEMBL
10948,KDR,AZD4547,ChEMBL
10949,KDR,AZD6482,ChEMBL
10950,KDR,Afatinib,ChEMBL
10951,KDR,Alisertib,"ChEMBL, DGIdb"
10952,KDR,Axitinib,"BioGrid, ChEMBL, DGIdb, PharmaGKB"
10953,KDR,BI-2536,ChEMBL
10954,KDR,BMS-345541,ChEMBL
10955,KDR,BMS-536924,ChEMBL
10956,KDR,Bortezomib,CTD
10957,KDR,Cediranib,"ChEMBL, DGIdb"
10958,KDR,Crizotinib,ChEMBL
10959,KDR,Cyclophosphamide,ChEMBL
10960,KDR,Dactolisib,ChEMBL
10961,KDR,Doramapimod,"ChEMBL, DGIdb"
10962,KDR,Doxorubicin,"CTD, ChEMBL"
10963,KDR,Entinostat,ChEMBL
10964,KDR,Entospletinib,ChEMBL
10965,KDR,Erlotinib,"ChEMBL, DGIdb"
10966,KDR,Foretinib,"ChEMBL, DGIdb"
10967,KDR,GSK1904529A,ChEMBL
10968,KDR,GSK2578215A,ChEMBL
10969,KDR,GSK269962A,ChEMBL
10970,KDR,Gefitinib,ChEMBL
10971,KDR,Ibrutinib,ChEMBL
10972,KDR,KU-55933,ChEMBL
10973,KDR,LY2109761,ChEMBL
10974,KDR,Lapatinib,ChEMBL
10975,KDR,Nilotinib,ChEMBL
10976,KDR,Olaparib,ChEMBL
10977,KDR,Osimertinib,ChEMBL
10978,KDR,PD0325901,ChEMBL
10979,KDR,PD173074,ChEMBL
10980,KDR,PLX-4720,ChEMBL
10981,KDR,Palbociclib,ChEMBL
10982,KDR,Pictilisib,ChEMBL
10983,KDR,Podophyllotoxin bromide,ChEMBL
10984,KDR,Rapamycin,ChEMBL
10985,KDR,Ruxolitinib,ChEMBL
10986,KDR,SB505124,ChEMBL
10987,KDR,Selumetinib,ChEMBL
10988,KDR,Sorafenib,"BioGrid, CTD, ChEMBL, DGIdb, PharmaGKB"
10989,KDR,Staurosporine,ChEMBL
10990,KDR,Temozolomide,ChEMBL
10991,KDR,Teniposide,ChEMBL
10992,KDR,Tozasertib,"ChEMBL, DGIdb"
10993,KDR,VX-11e,ChEMBL
10994,KDR,Vinorelbine,ChEMBL
10995,KDR,Vorinostat,"CTD, ChEMBL"
10996,KDR,Wee1 Inhibitor,ChEMBL
10997,KDR,ZM447439,"ChEMBL, DGIdb"
10998,KIF11,Cisplatin,CTD
10999,KIF11,Doxorubicin,CTD
11000,KIF11,Fulvestrant,CTD
11001,KIF11,Leflunomide,CTD
11002,KIF11,Vinblastine,CTD
11003,KIF15,Cisplatin,CTD
11004,KIF15,Cytarabine,CTD
11005,KIF15,Doxorubicin,CTD
11006,KIF15,Vinblastine,CTD
11007,KIF1B,Doxorubicin,CTD
11008,KIF1B,Fulvestrant,CTD
11009,KIF1B,Vinblastine,CTD
11010,KIF2C,Cisplatin,CTD
11011,KIF2C,Dasatinib,CTD
11012,KIF2C,Doxorubicin,CTD
11013,KIF2C,Leflunomide,CTD
11014,KIF2C,Temozolomide,CTD
11015,KIF3A,Cyclophosphamide,CTD
11016,KIF3A,Doxorubicin,CTD
11017,KIF3A,Paclitaxel,CTD
11018,KIF3A,Vorinostat,CTD
11019,KIF3B,Cisplatin,CTD
11020,KIF3B,Temozolomide,CTD
11021,KIFAP3,Cisplatin,CTD
11022,KIFAP3,Doxorubicin,CTD
11023,KISS1,Cisplatin,CTD
11024,KIT,AZD6482,ChEMBL
11025,KIT,Afatinib,ChEMBL
11026,KIT,Alisertib,ChEMBL
11027,KIT,Axitinib,"ChEMBL, DGIdb"
11028,KIT,BI-2536,ChEMBL
11029,KIT,BMS-345541,ChEMBL
11030,KIT,Cediranib,"ChEMBL, DGIdb"
11031,KIT,Cisplatin,CTD
11032,KIT,Crizotinib,"CTD, ChEMBL, DGIdb"
11033,KIT,Cytarabine,DGIdb
11034,KIT,Dactolisib,ChEMBL
11035,KIT,Dasatinib,"BioGrid, CTD"
11036,KIT,Doramapimod,ChEMBL
11037,KIT,Doxorubicin,CTD
11038,KIT,Erlotinib,ChEMBL
11039,KIT,Foretinib,"ChEMBL, DGIdb"
11040,KIT,Fulvestrant,CTD
11041,KIT,GSK2578215A,ChEMBL
11042,KIT,GSK2606414,ChEMBL
11043,KIT,GSK269962A,ChEMBL
11044,KIT,Gefitinib,ChEMBL
11045,KIT,KU-55933,ChEMBL
11046,KIT,Lapatinib,ChEMBL
11047,KIT,Nilotinib,"BioGrid, ChEMBL, DGIdb"
11048,KIT,Osimertinib,ChEMBL
11049,KIT,PD0325901,ChEMBL
11050,KIT,PD173074,ChEMBL
11051,KIT,PLX-4720,ChEMBL
11052,KIT,Paclitaxel,CTD
11053,KIT,Palbociclib,ChEMBL
11054,KIT,Pictilisib,ChEMBL
11055,KIT,Rapamycin,ChEMBL
11056,KIT,Ruxolitinib,ChEMBL
11057,KIT,SB505124,ChEMBL
11058,KIT,Selumetinib,ChEMBL
11059,KIT,Sorafenib,"BioGrid, CTD, ChEMBL, DGIdb, PharmaGKB"
11060,KIT,Staurosporine,ChEMBL
11061,KIT,Tozasertib,ChEMBL
11062,KIT,VE-822,ChEMBL
11063,KIT,VX-11e,ChEMBL
11064,KIT,Venetoclax,DGIdb
11065,KIT,Vorinostat,CTD
11066,KITLG,Cisplatin,CTD
11067,KITLG,Doxorubicin,CTD
11068,KITLG,Etoposide,CTD
11069,KITLG,Fulvestrant,CTD
11070,KITLG,Gemcitabine,CTD
11071,KITLG,Vorinostat,CTD
11072,KLC3,Camptothecin,CTD
11073,KLC3,Cisplatin,PharmaGKB
11074,KLC3,Dactinomycin,CTD
11075,KLC3,Gemcitabine,"DGIdb, PharmaGKB"
11076,KLC3,Oxaliplatin,"DGIdb, PharmaGKB"
11077,KLHL4,Cisplatin,CTD
11078,KLHL4,Doxorubicin,CTD
11079,KLK3,Bicalutamide,DGIdb
11080,KLK3,Cisplatin,CTD
11081,KLK3,Docetaxel,CTD
11082,KLK3,EPZ004777,CTD
11083,KLK3,Etoposide,"CTD, DGIdb"
11084,KLK3,Fulvestrant,CTD
11085,KLK3,Paclitaxel,CTD
11086,KLK3,Tamoxifen,DGIdb
11087,KLK3,Vinblastine,DGIdb
11088,KLK3,Vorinostat,CTD
11089,KNTC1,Dasatinib,CTD
11090,KRAS,AZD5438,DGIdb
11091,KRAS,Afatinib,DGIdb
11092,KRAS,Alisertib,DGIdb
11093,KRAS,Cetuximab,"DGIdb, PharmaGKB"
11094,KRAS,Cisplatin,"CTD, DGIdb"
11095,KRAS,Crizotinib,"CTD, DGIdb"
11096,KRAS,Dabrafenib,"ChEMBL, DGIdb, PharmaGKB"
11097,KRAS,Dactinomycin,CTD
11098,KRAS,Dactolisib,DGIdb
11099,KRAS,Doxorubicin,CTD
11100,KRAS,Erlotinib,DGIdb
11101,KRAS,Gefitinib,"CTD, DGIdb"
11102,KRAS,Gemcitabine,DGIdb
11103,KRAS,Lapatinib,"CTD, DGIdb"
11104,KRAS,Oxaliplatin,DGIdb
11105,KRAS,Paclitaxel,"CTD, DGIdb"
11106,KRAS,Palbociclib,DGIdb
11107,KRAS,Pemetrexed,CTD
11108,KRAS,Pictilisib,DGIdb
11109,KRAS,SCH772984,DGIdb
11110,KRAS,Selumetinib,DGIdb
11111,KRAS,Sorafenib,DGIdb
11112,KRAS,Trametinib,PharmaGKB
11113,KREMEN1,Doxorubicin,CTD
11114,KREMEN2,Cisplatin,CTD
11115,KREMEN2,Dactinomycin,CTD
11116,KRT20,Cisplatin,DGIdb
11117,KRTCAP2,Cisplatin,CTD
11118,KSR2,Cisplatin,CTD
11119,KSR2,Staurosporine,ChEMBL
11120,LAMA1,Doxorubicin,CTD
11121,LAMA3,Cisplatin,CTD
11122,LAMA3,Doxorubicin,CTD
11123,LAMA3,Fulvestrant,CTD
11124,LAMA4,Doxorubicin,CTD
11125,LAMA4,Fulvestrant,CTD
11126,LAMA4,Temozolomide,CTD
11127,LAMA4,Vorinostat,CTD
11128,LAMA5,Cisplatin,CTD
11129,LAMA5,Doxorubicin,CTD
11130,LAMA5,Fulvestrant,CTD
11131,LAMA5,Tamoxifen,CTD
11132,LAMB1,Cisplatin,CTD
11133,LAMB1,Dasatinib,CTD
11134,LAMB1,Doxorubicin,CTD
11135,LAMB1,Fulvestrant,CTD
11136,LAMB1,Mitoxantrone,CTD
11137,LAMB2,Cisplatin,CTD
11138,LAMB2,Doxorubicin,CTD
11139,LAMB2,Temozolomide,CTD
11140,LAMB3,Carmustine,CTD
11141,LAMB3,Cisplatin,CTD
11142,LAMB3,Temozolomide,CTD
11143,LAMC1,Cisplatin,CTD
11144,LAMC1,Doxorubicin,CTD
11145,LAMC1,Mitoxantrone,CTD
11146,LAMC1,Tamoxifen,CTD
11147,LAMC1,Temozolomide,CTD
11148,LAMC1,Topotecan,CTD
11149,LAMC2,Cisplatin,CTD
11150,LAMC2,Cyclophosphamide,CTD
11151,LAMC2,Dactinomycin,CTD
11152,LAMC2,Fulvestrant,CTD
11153,LAMC3,Camptothecin,CTD
11154,LAMC3,Cisplatin,CTD
11155,LAMC3,Dactinomycin,CTD
11156,LAMC3,Fulvestrant,CTD
11157,LATS1,AT13148,ChEMBL
11158,LATS1,AZD1208,ChEMBL
11159,LATS1,AZD2014,ChEMBL
11160,LATS1,AZD5363,ChEMBL
11161,LATS1,AZD5438,ChEMBL
11162,LATS1,AZD6482,ChEMBL
11163,LATS1,AZD7762,ChEMBL
11164,LATS1,AZD8055,ChEMBL
11165,LATS1,AZD8186,ChEMBL
11166,LATS1,Afatinib,ChEMBL
11167,LATS1,Afuresertib,ChEMBL
11168,LATS1,Alisertib,ChEMBL
11169,LATS1,Alpelisib,ChEMBL
11170,LATS1,Axitinib,ChEMBL
11171,LATS1,BI-2536,ChEMBL
11172,LATS1,BMS-345541,ChEMBL
11173,LATS1,BMS-754807,ChEMBL
11174,LATS1,Buparlisib,ChEMBL
11175,LATS1,Cediranib,ChEMBL
11176,LATS1,Crizotinib,ChEMBL
11177,LATS1,Dabrafenib,ChEMBL
11178,LATS1,Dactolisib,ChEMBL
11179,LATS1,Dinaciclib,ChEMBL
11180,LATS1,Doramapimod,ChEMBL
11181,LATS1,Doxorubicin,CTD
11182,LATS1,Erlotinib,ChEMBL
11183,LATS1,Foretinib,ChEMBL
11184,LATS1,GSK2578215A,ChEMBL
11185,LATS1,Gefitinib,ChEMBL
11186,LATS1,Ibrutinib,ChEMBL
11187,LATS1,Lapatinib,ChEMBL
11188,LATS1,Leflunomide,CTD
11189,LATS1,Linsitinib,ChEMBL
11190,LATS1,MK-1775,ChEMBL
11191,LATS1,MK-2206,ChEMBL
11192,LATS1,MK-8776,ChEMBL
11193,LATS1,Nilotinib,ChEMBL
11194,LATS1,OSI-027,ChEMBL
11195,LATS1,Osimertinib,ChEMBL
11196,LATS1,PD0325901,ChEMBL
11197,LATS1,PD173074,ChEMBL
11198,LATS1,PLX-4720,ChEMBL
11199,LATS1,Palbociclib,ChEMBL
11200,LATS1,Pictilisib,ChEMBL
11201,LATS1,Rapamycin,ChEMBL
11202,LATS1,Ribociclib,ChEMBL
11203,LATS1,Ruxolitinib,ChEMBL
11204,LATS1,Sapitinib,ChEMBL
11205,LATS1,Savolitinib,ChEMBL
11206,LATS1,Selumetinib,ChEMBL
11207,LATS1,Sorafenib,ChEMBL
11208,LATS1,Staurosporine,"BioGrid, ChEMBL"
11209,LATS1,Tozasertib,ChEMBL
11210,LATS1,Trametinib,ChEMBL
11211,LATS1,Ulixertinib,ChEMBL
11212,LATS1,Uprosertib,ChEMBL
11213,LATS2,AZD6482,ChEMBL
11214,LATS2,Afatinib,ChEMBL
11215,LATS2,Axitinib,ChEMBL
11216,LATS2,BI-2536,ChEMBL
11217,LATS2,BMS-345541,ChEMBL
11218,LATS2,Cediranib,ChEMBL
11219,LATS2,Cisplatin,CTD
11220,LATS2,Crizotinib,ChEMBL
11221,LATS2,Doramapimod,ChEMBL
11222,LATS2,Doxorubicin,CTD
11223,LATS2,Erlotinib,ChEMBL
11224,LATS2,Foretinib,ChEMBL
11225,LATS2,GSK2578215A,ChEMBL
11226,LATS2,Gefitinib,ChEMBL
11227,LATS2,Lapatinib,ChEMBL
11228,LATS2,Nilotinib,ChEMBL
11229,LATS2,PD0325901,ChEMBL
11230,LATS2,PD173074,ChEMBL
11231,LATS2,PLX-4720,ChEMBL
11232,LATS2,Palbociclib,ChEMBL
11233,LATS2,Pictilisib,ChEMBL
11234,LATS2,Ruxolitinib,ChEMBL
11235,LATS2,Selumetinib,ChEMBL
11236,LATS2,Sorafenib,ChEMBL
11237,LATS2,Staurosporine,"BioGrid, ChEMBL, DGIdb"
11238,LATS2,Tozasertib,ChEMBL
11239,LCK,5-Fluorouracil,ChEMBL
11240,LCK,AT13148,ChEMBL
11241,LCK,AZD1208,ChEMBL
11242,LCK,AZD1332,ChEMBL
11243,LCK,AZD2014,ChEMBL
11244,LCK,AZD3759,ChEMBL
11245,LCK,AZD5363,ChEMBL
11246,LCK,AZD5438,ChEMBL
11247,LCK,AZD6482,ChEMBL
11248,LCK,AZD7762,ChEMBL
11249,LCK,AZD8055,ChEMBL
11250,LCK,AZD8186,ChEMBL
11251,LCK,Afatinib,ChEMBL
11252,LCK,Afuresertib,ChEMBL
11253,LCK,Alisertib,"ChEMBL, DGIdb"
11254,LCK,Alpelisib,ChEMBL
11255,LCK,Axitinib,ChEMBL
11256,LCK,BI-2536,ChEMBL
11257,LCK,BMS-345541,ChEMBL
11258,LCK,BMS-536924,ChEMBL
11259,LCK,BMS-754807,ChEMBL
11260,LCK,Buparlisib,ChEMBL
11261,LCK,Camptothecin,ChEMBL
11262,LCK,Carmustine,ChEMBL
11263,LCK,Cediranib,"ChEMBL, DGIdb"
11264,LCK,Cisplatin,ChEMBL
11265,LCK,Crizotinib,"CTD, ChEMBL"
11266,LCK,Cyclophosphamide,ChEMBL
11267,LCK,Cytarabine,ChEMBL
11268,LCK,Dabrafenib,ChEMBL
11269,LCK,Dactinomycin,ChEMBL
11270,LCK,Dactolisib,ChEMBL
11271,LCK,Dasatinib,"BioGrid, CTD"
11272,LCK,Dinaciclib,ChEMBL
11273,LCK,Doramapimod,"ChEMBL, DGIdb"
11274,LCK,Doxorubicin,ChEMBL
11275,LCK,Epirubicin,ChEMBL
11276,LCK,Erlotinib,ChEMBL
11277,LCK,Etoposide,ChEMBL
11278,LCK,Fludarabine,ChEMBL
11279,LCK,Foretinib,ChEMBL
11280,LCK,Fulvestrant,CTD
11281,LCK,GSK1904529A,ChEMBL
11282,LCK,GSK2578215A,ChEMBL
11283,LCK,GSK2606414,ChEMBL
11284,LCK,GSK269962A,ChEMBL
11285,LCK,Gefitinib,"ChEMBL, DGIdb"
11286,LCK,Gemcitabine,ChEMBL
11287,LCK,I-BRD9,ChEMBL
11288,LCK,Ibrutinib,ChEMBL
11289,LCK,Irinotecan,ChEMBL
11290,LCK,KU-55933,ChEMBL
11291,LCK,LY2109761,ChEMBL
11292,LCK,Lapatinib,ChEMBL
11293,LCK,Leflunomide,ChEMBL
11294,LCK,Linsitinib,ChEMBL
11295,LCK,MK-1775,ChEMBL
11296,LCK,MK-2206,ChEMBL
11297,LCK,MK-8776,ChEMBL
11298,LCK,Mitoxantrone,ChEMBL
11299,LCK,NU7441,ChEMBL
11300,LCK,Nilotinib,ChEMBL
11301,LCK,OSI-027,ChEMBL
11302,LCK,Osimertinib,ChEMBL
11303,LCK,Oxaliplatin,ChEMBL
11304,LCK,PD0325901,ChEMBL
11305,LCK,PD173074,ChEMBL
11306,LCK,PLX-4720,ChEMBL
11307,LCK,PRT062607,ChEMBL
11308,LCK,Paclitaxel,ChEMBL
11309,LCK,Palbociclib,ChEMBL
11310,LCK,Pictilisib,ChEMBL
11311,LCK,Podophyllotoxin bromide,ChEMBL
11312,LCK,Rapamycin,ChEMBL
11313,LCK,Ribociclib,ChEMBL
11314,LCK,Ruxolitinib,ChEMBL
11315,LCK,SB505124,ChEMBL
11316,LCK,Sapitinib,ChEMBL
11317,LCK,Savolitinib,ChEMBL
11318,LCK,Selumetinib,ChEMBL
11319,LCK,Sorafenib,"CTD, ChEMBL"
11320,LCK,Staurosporine,"BioGrid, ChEMBL"
11321,LCK,Tamoxifen,ChEMBL
11322,LCK,Topotecan,ChEMBL
11323,LCK,Tozasertib,"ChEMBL, DGIdb"
11324,LCK,Trametinib,ChEMBL
11325,LCK,Ulixertinib,ChEMBL
11326,LCK,Uprosertib,ChEMBL
11327,LCK,VX-11e,ChEMBL
11328,LCK,Vinblastine,ChEMBL
11329,LCK,Vincristine,ChEMBL
11330,LCK,Vinorelbine,ChEMBL
11331,LCK,Wee1 Inhibitor,ChEMBL
11332,LCK,XAV939,CTD
11333,LCK,ZM447439,"ChEMBL, DGIdb"
11334,LEF1,Doxorubicin,CTD
11335,LEF1,Tamoxifen,CTD
11336,LEF1,XAV939,CTD
11337,LEFTY1,Cisplatin,CTD
11338,LEFTY1,Fulvestrant,CTD
11339,LEFTY2,Doxorubicin,CTD
11340,LFNG,Cisplatin,CTD
11341,LFNG,Fulvestrant,CTD
11342,LFNG,Leflunomide,CTD
11343,LFNG,OTX015,CTD
11344,LFNG,Vorinostat,CTD
11345,LGR5,Leflunomide,CTD
11346,LGR5,Tamoxifen,CTD
11347,LGR5,Vorinostat,CTD
11348,LIMK1,AT13148,ChEMBL
11349,LIMK1,AZ960,ChEMBL
11350,LIMK1,AZD1208,ChEMBL
11351,LIMK1,AZD2014,ChEMBL
11352,LIMK1,AZD5363,ChEMBL
11353,LIMK1,AZD5438,ChEMBL
11354,LIMK1,AZD6482,ChEMBL
11355,LIMK1,AZD7762,ChEMBL
11356,LIMK1,AZD8055,ChEMBL
11357,LIMK1,AZD8186,ChEMBL
11358,LIMK1,Afatinib,ChEMBL
11359,LIMK1,Afuresertib,ChEMBL
11360,LIMK1,Alisertib,"ChEMBL, DGIdb"
11361,LIMK1,Alpelisib,ChEMBL
11362,LIMK1,Axitinib,ChEMBL
11363,LIMK1,BI-2536,ChEMBL
11364,LIMK1,BMS-345541,"ChEMBL, DGIdb"
11365,LIMK1,BMS-754807,ChEMBL
11366,LIMK1,Buparlisib,ChEMBL
11367,LIMK1,Cediranib,ChEMBL
11368,LIMK1,Cisplatin,CTD
11369,LIMK1,Crizotinib,ChEMBL
11370,LIMK1,Dabrafenib,ChEMBL
11371,LIMK1,Dactolisib,"ChEMBL, DGIdb"
11372,LIMK1,Dinaciclib,ChEMBL
11373,LIMK1,Doramapimod,ChEMBL
11374,LIMK1,Doxorubicin,CTD
11375,LIMK1,Erlotinib,ChEMBL
11376,LIMK1,Foretinib,ChEMBL
11377,LIMK1,Fulvestrant,CTD
11378,LIMK1,GSK2578215A,ChEMBL
11379,LIMK1,Gefitinib,"ChEMBL, DGIdb"
11380,LIMK1,Ibrutinib,ChEMBL
11381,LIMK1,KU-55933,ChEMBL
11382,LIMK1,Lapatinib,ChEMBL
11383,LIMK1,Linsitinib,ChEMBL
11384,LIMK1,MK-1775,ChEMBL
11385,LIMK1,MK-2206,ChEMBL
11386,LIMK1,MK-8776,ChEMBL
11387,LIMK1,Nilotinib,ChEMBL
11388,LIMK1,OSI-027,ChEMBL
11389,LIMK1,Osimertinib,ChEMBL
11390,LIMK1,PD0325901,ChEMBL
11391,LIMK1,PD173074,ChEMBL
11392,LIMK1,PLX-4720,ChEMBL
11393,LIMK1,Palbociclib,ChEMBL
11394,LIMK1,Pictilisib,ChEMBL
11395,LIMK1,Rapamycin,ChEMBL
11396,LIMK1,Ribociclib,ChEMBL
11397,LIMK1,Ruxolitinib,ChEMBL
11398,LIMK1,SB505124,ChEMBL
11399,LIMK1,Sapitinib,ChEMBL
11400,LIMK1,Savolitinib,ChEMBL
11401,LIMK1,Selumetinib,ChEMBL
11402,LIMK1,Sorafenib,"ChEMBL, DGIdb"
11403,LIMK1,Staurosporine,ChEMBL
11404,LIMK1,Tozasertib,"ChEMBL, DGIdb"
11405,LIMK1,Trametinib,ChEMBL
11406,LIMK1,Ulixertinib,ChEMBL
11407,LIMK1,Uprosertib,ChEMBL
11408,LIMK1,ZM447439,ChEMBL
11409,LIMK2,AT13148,ChEMBL
11410,LIMK2,AZ960,ChEMBL
11411,LIMK2,AZD1208,ChEMBL
11412,LIMK2,AZD2014,ChEMBL
11413,LIMK2,AZD5363,ChEMBL
11414,LIMK2,AZD5438,ChEMBL
11415,LIMK2,AZD6482,ChEMBL
11416,LIMK2,AZD7762,ChEMBL
11417,LIMK2,AZD8055,ChEMBL
11418,LIMK2,AZD8186,ChEMBL
11419,LIMK2,Afatinib,ChEMBL
11420,LIMK2,Afuresertib,ChEMBL
11421,LIMK2,Alisertib,ChEMBL
11422,LIMK2,Alpelisib,ChEMBL
11423,LIMK2,Axitinib,ChEMBL
11424,LIMK2,BI-2536,ChEMBL
11425,LIMK2,BMS-345541,ChEMBL
11426,LIMK2,BMS-754807,ChEMBL
11427,LIMK2,Buparlisib,ChEMBL
11428,LIMK2,Cediranib,ChEMBL
11429,LIMK2,Cisplatin,CTD
11430,LIMK2,Crizotinib,ChEMBL
11431,LIMK2,Dabrafenib,ChEMBL
11432,LIMK2,Dactolisib,ChEMBL
11433,LIMK2,Dinaciclib,ChEMBL
11434,LIMK2,Doramapimod,ChEMBL
11435,LIMK2,Doxorubicin,CTD
11436,LIMK2,Erlotinib,ChEMBL
11437,LIMK2,Foretinib,ChEMBL
11438,LIMK2,GSK2578215A,ChEMBL
11439,LIMK2,Gefitinib,ChEMBL
11440,LIMK2,Ibrutinib,ChEMBL
11441,LIMK2,Lapatinib,ChEMBL
11442,LIMK2,Leflunomide,CTD
11443,LIMK2,Linsitinib,ChEMBL
11444,LIMK2,MK-1775,ChEMBL
11445,LIMK2,MK-2206,ChEMBL
11446,LIMK2,MK-8776,ChEMBL
11447,LIMK2,Nilotinib,ChEMBL
11448,LIMK2,OSI-027,ChEMBL
11449,LIMK2,Osimertinib,ChEMBL
11450,LIMK2,PD0325901,ChEMBL
11451,LIMK2,PD173074,ChEMBL
11452,LIMK2,PLX-4720,ChEMBL
11453,LIMK2,Palbociclib,ChEMBL
11454,LIMK2,Pictilisib,ChEMBL
11455,LIMK2,Rapamycin,ChEMBL
11456,LIMK2,Ribociclib,ChEMBL
11457,LIMK2,Ruxolitinib,ChEMBL
11458,LIMK2,Sapitinib,ChEMBL
11459,LIMK2,Savolitinib,ChEMBL
11460,LIMK2,Selumetinib,ChEMBL
11461,LIMK2,Sorafenib,ChEMBL
11462,LIMK2,Staurosporine,ChEMBL
11463,LIMK2,Topotecan,CTD
11464,LIMK2,Tozasertib,ChEMBL
11465,LIMK2,Trametinib,ChEMBL
11466,LIMK2,Ulixertinib,ChEMBL
11467,LIMK2,Uprosertib,ChEMBL
11468,LMTK2,Carmustine,CTD
11469,LMTK2,Leflunomide,CTD
11470,LMTK2,Temozolomide,CTD
11471,LMTK3,BMS-754807,ChEMBL
11472,LMTK3,Cisplatin,CTD
11473,LMTK3,Staurosporine,ChEMBL
11474,LMTK3,Temozolomide,CTD
11475,LNX1,Doxorubicin,CTD
11476,LRP2,Cisplatin,PharmaGKB
11477,LRP2,Vorinostat,CTD
11478,LRP5,Cisplatin,CTD
11479,LRP5,Paclitaxel,CTD
11480,LRP5,Temozolomide,CTD
11481,LRP6,Paclitaxel,CTD
11482,LRP6,Vorinostat,CTD
11483,LRRK1,Fulvestrant,CTD
11484,LRRK2,AZD1332,ChEMBL
11485,LRRK2,AZD6482,ChEMBL
11486,LRRK2,Afatinib,ChEMBL
11487,LRRK2,Alisertib,"ChEMBL, DGIdb"
11488,LRRK2,Axitinib,ChEMBL
11489,LRRK2,BI-2536,ChEMBL
11490,LRRK2,BMS-345541,ChEMBL
11491,LRRK2,Cediranib,ChEMBL
11492,LRRK2,Cisplatin,CTD
