UniProt_ID	gene name
Q29495	Not Found
Q9NRD5	PICK1
Q61327	Not Found
Q62083	Not Found
Q01959	SLC6A3
P23975	SLC6A2
P31645	SLC6A4
O55192	Not Found
Q13867	BLMH
P68510	Not Found
P09483	Not Found
O15061	SYNM
P35613	BSG
Q12923	PTPN13
Q16513	PKN2
P34741	SDC2
P21359	NF1
P26260	Not Found
P34900	Not Found
P33671	Not Found
P97526	Not Found
P46934	NEDD4
P07101	TH
P50914	RPL14
Q8WV24	PHLDA1
Q13310	PABPC4
Q9UDY4	DNAJB4
Q86U42	PABPN1
P10085	Not Found
O00273	DFFA
P25118	Not Found
Q9ULZ3	PYCARD
Q9NPP4	NLRC4
P29466	CASP1
Q9BX66	SORBS1
P54274	TERF1
P01909	HLA-DQA1
O14936	CASK
Q9Y2J0	RPH3A
P02751	FN1
Q53971	Not Found
Q9H270	VPS11
Q9P253	VPS18
Q9H269	VPS16
O15400	STX7
Q63615	Not Found
Q924I2	Not Found
P11717	IGF2R
P20645	M6PR
P22892	Not Found
P01024	C3
Q8N2W9	PIAS4
Q8IUQ4	SIAH1
Q9HB71	CACYBP
P53999	SUB1
P25299	Not Found
O14818	PSMA7
P22459	KCNA4
Q8NFZ5	TNIP2
Q15025	TNIP1
P21580	TNFAIP3
O75074	LRP3
P16885	PLCG2
P52735	VAV2
P78314	SH3BP2
P62141	Not Found
P35222	CTNNB1
P12830	CDH1
P27870	Not Found
Q04637	EIF4G1
Q14240	EIF4A2
Q5TC12	ATPAF1
P25705	ATP5A1
P10644	PRKAR1A
P31323	PRKAR2B
Q9Y2A7	NCKAP1
P01619	None
Q01094	E2F1
Q9Y4A5	TRRAP
Q62165	Not Found
P15863	PAX1
P50221	MEOX1
P98095	FBLN2
Q9Y3R0	GRIP1
P37231	PPARG
P62937	PPIA
P49674	CSNK1E
Q99593	TBX5
Q6P5Z2	PKN3
Q9UNA1	ARHGAP26
P35235	Not Found
O43559	FRS3
P01903	HLA-DRA
O14746	TERT
"chebi:""CHEBI:29036"""	Not Found
P68255	Not Found
P0DOJ6	Not Found
P45481	Not Found
O60934	NBN
Q96RU3	FNBP1
Q7TMB8	Not Found
Q7L576	CYFIP1
Q06787	FMR1
P51116	FXR2
P51114	FXR1
P62755	Not Found
O15530	PDPK1
P23443	RPS6KB1
P67774	Not Found
P17643	TYRP1
P05019	IGF1
O94907	DKK1
Q5VST9	OBSCN
Q8WXE9	STON2
P21707	Not Found
P84092	Not Found
Q01658	DR1
P19474	TRIM21
P19429	TNNI3
Q13107	USP4
Q69140	Not Found
Q6GQQ9	OTUD7B
Q9P246	STIM2
Q13586	STIM1
P15066	Not Found
Q925T6	Not Found
Q15287	RNPS1
Q15020	SART3
Q15080	NCF4
O43292	GPAA1
Q96S52	PIGS
Q969N2	PIGT
O43541	SMAD6
O43255	SIAH2
Q64693	Not Found
Q16633	POU2AF1
P50488	Not Found
P25446	Not Found
P37173	TGFBR2
P22301	IL10
ensembl:ENSG00000134460	Not Found
P17096	HMGA1
Q96DU3	SLAMF6
Q9BZW8	CD244
Q9UGN4	CD300A
P12956	XRCC6
P54763	Not Found
P28693	Not Found
Q98946	Not Found
O00418	EEF2K
Q15418	RPS6KA1
P01892	HLA-A
P63330	Not Found
P53041	PPP5C
Q06190	PPP2R3A
P30153	PPP2R1A
Q9Y224	C14orf166
P31343	Not Found
Q9NY12	GAR1
O88453	Not Found
Q9NZQ3	NCKIPSD
Q9Z207	Not Found
P57083	Not Found
P62140	PPP1CB
P26599	PTBP1
O00291	HIP1
P53675	CLTCL1
O95782	AP2A1
Q9QXJ1	Not Found
O00213	APBB1
Q99767	APBA2
Q9UQF2	MAPK8IP1
Q9DBR4	Not Found
Q8R1C9	Not Found
P12023	Not Found
P98084	Not Found
Q9WVI9	Not Found
P45983	MAPK8
P35557	GCK
Q14397	GCKR
P16118	PFKFB1
P07953	Not Found
P08588	ADRB1
Q00653	NFKB2
P56671	Not Found
P70211	Not Found
P56270	MAZ
P43146	DCC
Q91562	Not Found
Q9UIF9	BAZ2A
Q62187	Not Found
Q91YE5	Not Found
Q5WMC9	Not Found
P01730	CD4
P40763	STAT3
P07949	RET
Q96G23	CERS2
O15245	SLC22A1
P58753	TIRAP
O00206	TLR4
Q09161	NCBP1
Q03167	TGFBR3
P98170	XIAP
Q9Y5V3	MAGED1
P06756	ITGAV
P07910	HNRNPC
Q8IYB3	SRRM1
Q86V81	ALYREF
P26368	U2AF2
Q92882	OSTF1
Q96JB3	HIC2
Q14526	HIC1
Q15569	TESK1
P14625	HSP90B1
P23458	JAK1
P28229	Not Found
O62683	Not Found
Q9UK73	FEM1B
P49593	PPM1F
Q9UQM7	CAMK2A
Q9WVR7	Not Found
P29128	Not Found
Q8WUM0	NUP133
P57740	NUP107
P46673	Not Found
Q9P797	Not Found
Q9UTH0	Not Found
Q13522	PPP1R1A
O75807	PPP1R15A
"chebi:""CHEBI:6925"""	Not Found
Q24459	Not Found
O43189	PHF1
P78310	CXADR
Q9NPJ4	PNRC2
Q13285	NR5A1
P67775	PPP2CA
Q9P2D0	IBTK
P31750	Not Found
Q925J2	Not Found
P70444	Not Found
P39052	Not Found
O74803	Not Found
Q10169	Not Found
P48357	LEPR
P50402	EMD
P32121	ARRB2
P29476	Not Found
Q8STE5	Not Found
Q8BPU7	Not Found
P14210	HGF
Q95201	Not Found
P36592	Not Found
O13351	Not Found
P29590	PML
P16581	SELE
Q9NP99	TREM1
Q9JIY5	Not Found
P12815	Not Found
P08514	ITGA2B
P05106	ITGB3
P49683	PRLHR
Q96EB6	SIRT1
Q923E4	Not Found
O35615	Not Found
Q12159	Not Found
P05062	ALDOB
Q9PTD7	Not Found
Q15628	TRADD
P19438	TNFRSF1A
P49354	FNTA
Q9Z2V5	Not Found
Q96FW1	OTUB1
P13688	CEACAM1
Q8N8S7	ENAH
Q9Y5Y6	ST14
Q61337	Not Found
P15382	KCNE1
P43320	CRYBB2
P02511	CRYAB
P07315	CRYGC
P02489	CRYAA
Q96BK5	PINX1
Q13426	XRCC4
P24390	KDELR1
Q15363	TMED2
Q62848	Not Found
Q63584	Not Found
Q9ESJ1	Not Found
P06788	Not Found
Q9NQB0	TCF7L2
Q8TEQ6	GEMIN5
Q9H9T3	ELP3
P24394	IL4R
P46935	Not Found
O75113	N4BP1
O15049	N4BP3
Q92851	CASP10
Q13868	EXOSC2
Q06265	EXOSC9
Q8R4H2	Not Found
Q9NZN5	ARHGEF12
Q16190	Not Found
O76337	Not Found
Q9UBP9	GULP1
Q20747	Not Found
O01914	Not Found
P39008	Not Found
P53829	Not Found
P25655	Not Found
A5YKK6	CNOT1
Q9HE02	Not Found
P53280	Not Found
Q9UBC3	DNMT3B
P34609	Not Found
G5EDT6	Not Found
Q8WQG9	Not Found
P55926	Not Found
Q16515	ASIC2
Q62962	Not Found
Q969S8	HDAC10
Q9R064	Not Found
Q62839	Not Found
O35254	Not Found
P62820	RAB1A
P61019	RAB2A
Q8R2X8	Not Found
Q6AYB8	Not Found
Q8WX92	COBRA1
Q9P289	MST4
P48050	KCNJ4
Q9HAP6	LIN7B
P04015	Not Found
Q9ULM6	CNOT6
P63002	Not Found
Q9Z2D6	Not Found
Q62440	Not Found
P61978	HNRNPK
P22893	Not Found
Q04863	Not Found
P09429	HMGB1
O15315	RAD51B
O43502	RAD51C
O43542	XRCC3
Q8TD23	ZNF675
Q9BZM4	ULBP3
P08138	NGFR
O14744	PRMT5
P54105	CLNS1A
Q9BQA1	WDR77
P10916	MYL2
Q99972	MYOC
O14964	HGS
Q01082	SPTBN1
Q15796	SMAD2
Q15797	SMAD1
Q13485	SMAD4
O96019	ACTL6A
Q86U86	PBRM1
O14497	ARID1A
O14508	SOCS2
Q8MQ03	Not Found
Q9XUS9	Not Found
Q02241	KIF23
Q8NDB2	BANK1
Q14493	SLBP
P79943	Not Found
ddbj/embl/genbank:M17910	Not Found
entrezgene/locuslink:100147744	Not Found
O35177	Not Found
Q9QY81	Not Found
Q80TZ9	Not Found
F6SEU4	Not Found
Q6IRU2	Not Found
Q9QX47	Not Found
P40238	MPL
Q8WWM7	ATXN2L
Q08351	Not Found
Q12851	MAP4K2
Q62925	Not Found
Q13233	MAP3K1
Q13671	RIN1
P53633	Not Found
P48559	Not Found
P36019	Not Found
P01123	Not Found
P36017	Not Found
P38555	Not Found
P39958	Not Found
P62822	Not Found
P07560	Not Found
P36018	Not Found
Q99260	Not Found
P38146	Not Found
P53039	Not Found
Q8SQG9	Not Found
P30273	FCER1G
O88974	Not Found
P81270	Not Found
P11308	ERG
Q13641	TPBG
Q96CG3	TIFA
Q9Y5X1	SNX9
Q00610	CLTC
Q17R13	Not Found
Q70FJ1	Not Found
P51787	KCNQ1
P78348	ASIC1
O75970	MPDZ
Q9HB21	PLEKHA1
Q9ERS5	Not Found
Q14524	SCN5A
P01348	Not Found
Q9Y3B2	EXOSC1
Q9NQT4	EXOSC5
Q01780	EXOSC10
Q92673	SORL1
Q9NR30	DDX21
P63041	Not Found
P04487	Not Found
P30307	CDC25C
O14757	CHEK1
P14672	SLC2A4
Q9NS56	TOPORS
Q07869	PPARA
O15273	TCAP
P10600	TGFB3
P62161	Not Found
P46061	Not Found
O00635	TRIM38
Q13546	RIPK1
Q86YN6	PPARGC1B
Q5EBH1	Not Found
P10301	RRAS
P10114	RAP2A
Q9NS23	RASSF1
P01116	KRAS
O95415	BRI3
O60759	CYTIP
Q9UL26	RAB22A
Q9QYW3	Not Found
P19804	Not Found
O43251	RBFOX2
Q92731	ESR2
Q92529	SHC3
Q61120	Not Found
P29320	EPHA3
Q1M1E0	Not Found
Q8UYL3	Not Found
Q9Y2R2	PTPN22
O43679	LDB2
Q86U70	LDB1
P25791	LMO2
Q16832	DDR2
P52164	Not Found
Q9UJU5	FOXD3
P30281	CCND3
O75410	TACC1
O95619	YEATS4
Q9NZJ5	EIF2AK3
P97801	Not Found
P03134	Not Found
Q8IVT5	KSR1
P10124	SRGN
P10144	GZMB
P14222	PRF1
Q03463	Not Found
Q9UK41	VPS28
P51572	BCAP31
O14713	ITGB1BP1
P22392	NME2
P54132	BLM
P00523	Not Found
Q93009	USP7
P27694	RPA1
Q8NI35	INADL
Q8JZS0	Not Found
Q8N3R9	MPP5
Q6NR03	Not Found
P10040	Not Found
P82279	CRB1
Q13136	PPFIA1
P15385	Not Found
Q91Z80	Not Found
Q9WTW1	Not Found
Q64604	Not Found
Q9WUL3	Not Found
Q13415	ORC1
O09106	Not Found
P25799	Not Found
Q9H6Z4	RANBP3
Q92547	TOPBP1
Q9Y244	POMP
Q62936	Not Found
Q14957	GRIN2C
Q05586	GRIN1
Q09470	KCNA1
Q9P021	CRIPT
O15399	GRIN2D
Q13526	PIN1
P55209	NAP1L1
G3I8R9	Not Found
P53093	Not Found
P51996	Not Found
P32939	Not Found
P53845	Not Found
P53108	Not Found
Q61187	Not Found
F5HDE4	Not Found
Q92985	IRF7
Q96DB2	HDAC11
Q96EZ8	MCRS1
P33151	CDH5
P35968	KDR
Q86UT5	PDZD3
P25092	GUCY2C
Q961D9	Not Found
O00512	BCL9
Q9V9W8	Not Found
P18824	Not Found
O60220	TIMM8A
"chebi:""CHEBI:29105"""	Not Found
Q9Y6W8	ICOS
Q9UHY1	NRBP1
P60763	RAC3
Q12440	Not Found
Q9I8D1	Not Found
Q9UM54	MYO6
P98078	Not Found
P63010	AP2B1
P97318	Not Found
O88797	Not Found
Q05209	PTPN12
O43586	PSTPIP1
P03101	Not Found
P36741	Not Found
P63097	Not Found
Q9V3G3	Not Found
Q07478	Not Found
P53552	Not Found
P17629	Not Found
P33441	Not Found
O13539	Not Found
Q13838	DDX39B
Q9D0J4	Not Found
O43924	PDE6D
Q9Z277	Not Found
Q91ZW3	Not Found
Q9NRL2	BAZ1A
Q9UIG0	BAZ1B
A8DZJ1	Not Found
P46734	MAP2K3
P20823	HNF1A
P32908	Not Found
Q9UQE7	SMC3
P47037	Not Found
Q12158	Not Found
Q9X0R4	Not Found
Q01850	CDR2
P00966	ASS1
Q15014	MORF4L2
Q63844	Not Found
Q99956	DUSP9
P47811	Not Found
O35845	Not Found
A2BH40	Not Found
O00268	TAF4
Q12518	Not Found
P40343	Not Found
Q00765	REEP5
Q6PDM6	Not Found
Q12774	ARHGEF5
Q96QF0	RAB3IP
Q9Y2D8	SSX2IP
Q16385	SSX2
Q9NQS3	PVRL3
P02462	COL4A1
O15304	SIVA1
O54926	Not Found
O95049	TJP3
Q00944	Not Found
P03087	Not Found
P39447	Not Found
Q9Z0U1	Not Found
Q14765	STAT4
P42224	STAT1
Q5VWK5	IL23R
Q62120	Not Found
Q63768	Not Found
P15127	Not Found
P68366	TUBA4A
Q9C004	SPRY4
Q92556	ELMO1
Q9ULH1	ASAP1
Q9UI08	EVL
Q9Y3L3	SH3BP1
Q99816	TSG101
Q9H6R7	C2orf44
O00459	PIK3R2
P19338	NCL
Q15393	SF3B3
P16035	TIMP2
Q9V3C1	Not Found
Q7KRW1	Not Found
Q8WU17	RNF139
Q9XZ58	Not Found
P07566	Not Found
Q9MZE0	Not Found
P11233	RALA
P06401	PGR
P55345	PRMT2
O00482	NR5A2
Q8VHK2	Not Found
P04631	Not Found
P02638	Not Found
Q9CXW3	Not Found
P25815	S100P
P02639	Not Found
P14069	Not Found
P50114	Not Found
P46527	CDKN1B
Q86YW7	GPHB5
P0DN86	Not Found
P01225	FSHB
P01222	TSHB
P01229	LHB
P21163	Not Found
Q96RT1	ERBB2IP
P02774	GC
G5EGD2	Not Found
Q8TDW5	SYTL5
Q9ERI2	Not Found
O14829	PPEF1
P62204	Not Found
P52564	MAP2K6
Q9Y6R4	MAP3K4
P24522	GADD45A
O75293	GADD45B
O95257	GADD45G
O88712	Not Found
O95477	ABCA1
Q53EL6	PDCD4
P62277	RPS13
P17427	Not Found
P18484	Not Found
P00414	MT-CO3
P48729	CSNK1A1
P62495	ETF1
Q96A00	PPP1R14A
P26583	HMGB2
Q9BT88	SYT11
Q63629	Not Found
P42679	MATK
Q9Y2G2	CARD8
Q62108	Not Found
O70421	Not Found
Q9JIP6	Not Found
Q61088	Not Found
Q91XM9	Not Found
Q811D0	Not Found
Q61090	Not Found
Q61423	Not Found
Q08464	Not Found
P02730	SLC4A1
Q92754	TFAP2C
P05549	TFAP2A
Q92481	TFAP2B
ddbj/embl/genbank:K02718	Not Found
P01948	Not Found
P68240	Not Found
P01965	Not Found
Q63604	Not Found
Q61510	Not Found
Q7Z3Y4	Not Found
Q9NYA1	SPHK1
Q2M3C7	SPHKAP
Q9H2K2	TNKS2
O95271	TNKS
Q92905	COPS5
P09936	UCHL1
Q96S59	RANBP9
O52623	Not Found
P13056	NR2C1
Q13651	IL10RA
O75381	PEX14
P56589	PEX3
Q9Y5Y5	PEX16
O60333	KIF1B
O88658	Not Found
Q60668	Not Found
Q9BYZ2	LDHAL6B
Q14103	HNRNPD
P06151	Not Found
Q9BYE9	CDHR2
Q6P0Q8	MAST2
Q9H4M9	EHD1
Q9QXY6	Not Found
P61265	Not Found
Q8CJB9	Not Found
Q08012	Not Found
Q9VZZ9	Not Found
Q12846	STX4
P60881	Not Found
O75503	CLN5
Q14181	POLA2
P35659	DEK
Q9H2C0	GAN
P46821	MAP1B
P14873	Not Found
Q96G25	MED8
Q15369	TCEB1
Q9BTT4	MED10
Q9D4H8	Not Found
P62877	RBX1
Q9JLN9	Not Found
Q8N122	RPTOR
Q13541	EIF4EBP1
P67999	Not Found
Q99417	MYCBP
Q8TBZ2	MYCBPAP
Q00536	CDK16
Q8N144	GJD3
Q96LC7	SIGLEC10
Q8NF91	SYNE1
O75531	BANF1
Q9UK45	LSM7
P62308	SNRPG
P25916	Not Found
Q96RN5	MED15
O75448	MED24
Q86WV1	SKAP1
Q9NZI5	GRHL1
Q6ISB3	GRHL2
P10586	PTPRF
O89100	Not Found
P40818	USP8
P49815	TSC2
Q9QWV4	Not Found
Q9D0M5	Not Found
Q99J45	Not Found
Q15554	TERF2
A8YXX8	Not Found
Q0IIJ3	Not Found
Q8WWL7	CCNB3
A8UKE6	Not Found
O92837	Not Found
P29274	ADORA2A
P31424	Not Found
Q9NZ08	ERAP1
Q9UKL0	RCOR1
Q969G3	SMARCE1
Q13127	REST
Q8TAQ2	SMARCC2
P26450	Not Found
O70248	Not Found
Q9P0U1	TOMM7
Q9NS69	TOMM22
P48023	FASLG
P06929	Not Found
P18887	XRCC1
P16056	Not Found
O43157	PLXNB1
P12977	Not Found
Q9NWZ5	UCKL1
O00170	AIP
Q15464	SHB
P06931	Not Found
P23142	FBLN1
P17386	Not Found
Q08879	Not Found
P51531	SMARCA2
Q8NFD5	ARID1B
P17676	CEBPB
O46385	Not Found
Q9UJW3	DNMT3L
P15692	VEGFA
P26045	PTPN3
Q9Z0F8	Not Found
Q6ZQ73	Not Found
P27824	CANX
P97639	Not Found
Q96E35	ZMYND19
O15533	TAPBP
Q03519	TAP2
Q03518	TAP1
P17181	IFNAR1
P52630	STAT2
Q93088	BHMT
P50281	MMP14
P01130	LDLR
Q5SW96	LDLRAP1
Q8CBF3	Not Found
P54762	EPHB1
Q92667	AKAP1
Q7Z4T9	MAATS1
O88884	Not Found
P11275	Not Found
O35926	Not Found
Q9N2Z7	Not Found
Q9ULV8	CBLC
Q96J02	ITCH
B2RU80	Not Found
P55284	Not Found
P08103	Not Found
Q16514	TAF12
Q9BVK6	TMED9
Q13445	TMED1
P04629	NTRK1
Q9NWT8	AURKAIP1
Q13105	ZBTB17
Q9R269	Not Found
P20152	Not Found
P20248	CCNA2
P14576	Not Found
O15382	BCAT2
P01135	TGFA
P01133	EGF
Q92542	NCSTN
Q96BI3	APH1A
Q8CGU6	Not Found
Q5PQQ3	Not Found
P02671	FGA
P26663	Not Found
O60870	KIN
P45695	Not Found
P23528	CFL1
P25205	MCM3
P33991	MCM4
O35846	Not Found
P06422	Not Found
P40879	SLC26A3
Q8IZL2	MAML2
Q96JK9	MAML3
Q92585	MAML1
O75051	PLXNA2
P49615	Not Found
P52298	NCBP2
Q95MP1	Not Found
Q9Y5A7	NUB1
Q8MJ87	Not Found
Q9NZN9	AIPL1
P14621	ACYP2
P25787	PSMA2
Q9NZJ7	MTCH1
P61981	YWHAG
Q9Z1W9	Not Found
Q924N4	Not Found
P55012	Not Found
Q13621	SLC12A1
P43405	SYK
P26038	MSN
Q9H0R5	GBP3
O95819	MAP4K4
Q8WXI2	CNKSR2
Q9Z1T4	Not Found
P70587	Not Found
Q96NW7	LRRC7
P80200	Not Found
Q99759	MAP3K3
P21333	FLNA
O75369	FLNB
Q8IWU2	LMTK2
P11831	SRF
Q8IZQ8	MYOCD
P25208	NFYB
P28340	POLD1
P49005	POLD2
Q9HCU8	POLD4
Q15648	MED1
P35169	Not Found
P32600	Not Found
P20081	Not Found
Q08236	Not Found
P38873	Not Found
P41318	Not Found
P40061	Not Found
Q9BVC4	MLST8
Q9NSA3	CTNNBIP1
Q8IU60	DCP2
Q9NPI6	DCP1A
P16104	H2AFX
P49959	MRE11A
O41925	Not Found
Q9NPD3	EXOSC4
Q15024	EXOSC7
Q96B26	EXOSC8
Q13615	MTMR3
O35625	Not Found
P31151	S100A7
O43301	HSPA12A
Q5VV43	KIAA0319
Q92823	NRCAM
Q8N6C5	IGSF1
Q8WXG6	MADD
O15056	SYNJ2
O60290	ZNF862
Q9ULB1	NRXN1
O60343	TBC1D4
Q9NTZ6	RBM12
Q9NYQ7	CELSR3
Q9Y4D7	PLXND1
Q5JTH9	RRP12
O75096	LRP4
Q9UHC6	CNTNAP2
O94985	CLSTN1
Q9P2S2	NRXN2
Q9UPZ6	THSD7A
Q9Y2J2	EPB41L3
Q9BZC7	ABCA2
Q8TD84	DSCAML1
Q9ULL4	PLXNB3
Q9ULK4	MED23
Q9H2E6	SEMA6A
A5YM72	CARNS1
Q9HCM3	KIAA1549
Q5VU97	CACHD1
Q9C0I4	THSD7B
Q9C0B7	TMCO7
Q9C0A0	CNTNAP4
Q96KG7	MEGF10
P13727	PRG2
O95400	CD2BP2
H6U5Q1	Not Found
P01850	TRBC1
Q14766	LTBP1
P35555	FBN1
P13405	Not Found
Q3T0E7	Not Found
P28749	RBL1
Q3TKT4	Not Found
O14649	KCNK3
P35213	Not Found
Q06609	RAD51
P18850	ATF6
Q9BV36	MLPH
Q5M824	Not Found
O35889	Not Found
Q9Z1P2	Not Found
Q8CGZ2	Not Found
Q8VC66	Not Found
P38272	Not Found
A0A8C0PT41	Not Found
A0A8C0NBF7	Not Found
Q9NWT6	HIF1AN
Q9F220	Not Found
P29474	NOS3
Q8IVI9	NOSTRIN
P00747	PLG
P00779	Not Found
Q9H013	ADAM19
P51790	CLCN3
Q9HD26	GOPC
O15144	ARPC2
P18206	VCL
Q9R1Z8	Not Found
P50552	VASP
P12003	Not Found
P18075	BMP7
Q86TC9	MYPN
O00754	MAN2B1
Q9HBE1	PATZ1
Q8TAE8	GADD45GIP1
P03107	Not Found
Q9GZM7	TINAGL1
P04013	Not Found
Q8TCT4	Not Found
P03105	Not Found
Q9UBL3	ASH2L
Q8NEZ4	MLL3
O14686	MLL2
Q8N108	MIER1
O76216	Not Found
Q8I8V0	Not Found
Q95U32	Not Found
Q03330	Not Found
Q9U5W9	Not Found
Q9XZT7	Not Found
Q7KSD8	Not Found
Q9BP41	Not Found
Q9UKK6	NXT1
P09012	SNRPA
P08621	SNRNP70
P09234	SNRPC
P49116	NR2C2
Q96A08	HIST1H2BA
Q9NPI1	BRD7
Q98SN7	Not Found
P53350	PLK1
Q96FA3	PELI1
Q14209	E2F2
Q86VP6	CAND1
Q13617	CUL2
Q13619	CUL4A
Q13620	CUL4B
A0A061I5T4	Not Found
Q9Y6N7	ROBO1
Q9HCK4	ROBO2
Q8NC51	SERBP1
Q12873	CHD3
O75843	AP1G2
Q15276	RABEP1
O43747	AP1G1
P09467	FBP1
O02696	Not Found
Q8TB72	PUM2
Q80U58	Not Found
Q8WY44	Not Found
Q9GZX6	IL22
Q8N6P7	IL22RA1
P70498	Not Found
P33535	Not Found
P11474	ESRRA
P02788	LTF
P24627	Not Found
Q96B36	AKT1S1
O75832	PSMD10
P43686	PSMC4
Q9UL18	EIF2C1
Q9UPY3	DICER1
Q8CJG0	Not Found
P20701	ITGAL
P16157	ANK1
Q01484	ANK2
P43681	CHRNA4
P48281	Not Found
O35613	Not Found
O88904	Not Found
Q86Z02	HIPK1
Q03701	CEBPZ
P54939	Not Found
P41499	Not Found
Q14469	HES1
Q9UBP5	HEY2
Q8WTS6	SETD7
O95343	SIX3
P87662	Not Found
Q8BHN0	Not Found
P27448	MARK3
O75688	PPM1B
O95232	LUC7L3
O14602	EIF1AY
P05696	Not Found
P13987	CD59
P35234	Not Found
Q9BUE0	MED18
Q9R0X0	Not Found
Q9CQI9	Not Found
Q9NVC6	MED17
Q6P2C8	MED27
Q15528	MED22
Q9NPJ6	MED4
Q9P086	MED11
Q8C1S0	Not Found
Q9CXU1	Not Found
P63035	Not Found
Q8R4T5	Not Found
O94868	FCHSD2
O15062	ZBTB5
Q8R515	Not Found
Q9Y592	CCDC41
P97838	Not Found
O88382	Not Found
Q62915	Not Found
O35431	Not Found
Q99967	CITED2
O75077	ADAM23
Q62640	Not Found
O43424	GRID2
Q9UKV0	HDAC9
P41212	ETV6
P41182	BCL6
Q62141	Not Found
O15520	FGF10
P03192	Not Found
Q9HCN6	GP6
Q9UHD4	CIDEB
Q15831	STK11
Q63618	Not Found
P60710	Not Found
Q9NWF9	RNF216
O95433	AHSA1
Q12449	Not Found
P15705	Not Found
P52799	EFNB2
P98083	Not Found
P18084	ITGB5
Q63HR2	TENC1
Q9Y3P9	RABGAP1
P26010	ITGB7
Q7Z6G8	ANKS1B
P97465	Not Found
P26039	Not Found
O17583	Not Found
Q14676	MDC1
Q12888	TP53BP1
Q9NNX6	CD209
Q13618	CUL3
P56556	NDUFA6
Q9H3P2	WHSC2
Q8IXH7	TH1L
P18615	RDBP
Q99697	PITX2
Q9NPC3	CCNB1IP1
P05622	Not Found
Q01279	Not Found
Q6P6S3	Not Found
Q8NHY2	RFWD2
P17535	JUND
P05187	ALPP
Q63531	Not Found
P14598	NCF1
Q8K1I7	Not Found
Q8IXJ6	SIRT2
P15056	BRAF
P53611	RABGGTB
P04012	Not Found
P55957	BID
P11716	Not Found
F1LMY4	Not Found
Q6DFZ1	Not Found
P41542	Not Found
Q92538	GBF1
P07823	Not Found
P35221	CTNNA1
Q9ES54	Not Found
P02795	MT2A
Q8IZW4	Not Found
P58062	SPINK7
P13640	MT1G
O15235	MRPS12
Q9QUI1	Not Found
P03254	Not Found
Q53QZ3	ARHGAP15
Q8BUN5	Not Found
O08675	Not Found
P70340	Not Found
P51141	Not Found
Q62432	Not Found
P97471	Not Found
O35253	Not Found
Q8IZE3	SCYL3
P11177	PDHB
Q9NV31	IMP3
Q96G21	IMP4
O60504	SORBS3
Q8TDM6	DLG5
Q14151	SAFB2
Q15424	SAFB
Q8C0J2	Not Found
Q99J83	Not Found
O95219	SNX4
O08539	Not Found
P78536	ADAM17
P61964	WDR5
O35739	Not Found
D0EWS6	Not Found
O60506	SYNCRIP
P67809	YBX1
Q9Y6M1	IGF2BP2
Q8BSL7	Not Found
Q14344	GNA13
Q96AY2	EME1
O75616	ERAL1
Q99729	HNRNPAB
O95104	SCAF4
P49715	CEBPA
O60729	CDC14B
Q9UPR3	SMG5
Q02080	MEF2B
Q9Y6J0	CABIN1
O95243	MBD4
P25020	Not Found
Q06649	Not Found
Q9UIS9	MBD1
P22339	Not Found
Q8SPE7	Not Found
Q8NI22	MCFD2
Q9TU32	Not Found
Q15637	SF1
P14778	IL1R1
Q9NPH3	IL1RAP
Q86XR7	TICAM2
Q59H18	TNNI3K
P68032	ACTC1
P05413	FABP3
P55084	HADHB
P04150	NR3C1
Q64770	Not Found
Q66K89	E4F1
P49028	Not Found
Q72497	Not Found
O96007	MOCS2
O96033	MOCS2
Q9Y5B0	CTDP1
Q8IVG9	MT-RNR2
P14738	Not Found
Q01924	Not Found
O94763	URI1
P19388	POLR2E
P13984	GTF2F2
P49736	MCM2
Q8N726	CDKN2A
Q9UKY1	ZHX1
P23511	NFYA
Q9Y6X8	ZHX2
Q80VX4	Not Found
Q96RU7	TRIB3
Q9Y2D1	ATF5
P46940	IQGAP1
Q96GM5	SMARCD1
Q9NQG7	HPS4
Q92902	HPS1
P38432	COIL
P36873	PPP1CC
Q16512	PKN1
P53778	MAPK12
Q1W581	Not Found
P24071	FCAR
Q8WWW8	GAB3
P03211	Not Found
A7KAX9	ARHGAP32
P01100	FOS
P15408	FOSL2
P09871	C1S
P00736	C1R
O13016	Not Found
Q9H008	LHPP
Q99LI8	Not Found
Q7RTN6	STRADA
Q7TNZ6	Not Found
O14641	DVL2
Q61062	Not Found
Q16649	NFIL3
Q96BA8	CREB3L1
P17861	XBP1
P05121	SERPINE1
Q9Y561	LRP12
O95295	SNAPIN
P62157	Not Found
P48436	SOX9
"chebi:""CHEBI:75400"""	Not Found
Q9NRI5	DISC1
P12110	COL6A2
Q96MT8	CEP63
Q6ZP82	CCDC141
P12883	MYH7
Q9P2H0	KIAA1377
Q9H254	SPTBN4
O15372	EIF3H
P23258	TUBG1
Q5VWQ8	DAB2IP
F1MXH6	Not Found
E1B9D9	Not Found
P61024	CKS1B
Q9H2V7	SPNS1
P21912	SDHB
Q15843	NEDD8
P47870	GABRB2
P16471	PRLR
Q08501	Not Found
P12544	GZMA
P02549	SPTA1
Q13813	SPTAN1
P61244	MAX
Q9HAZ1	CLK4
P49356	FNTB
Q8WY64	MYLIP
Q9Y2B0	CNPY2
Q8CIN4	Not Found
Q8CHC4	Not Found
P41279	MAP3K8
P08254	MMP3
Q13614	MTMR2
O54921	Not Found
